Ledger Name,Under,Opening Balance,Opening Dr/Cr,GSTIN,State,City
Sunrise Marketing 0544,Sundry Debtors,0,Dr,03WAVLM4322C8ZI,Punjab,Pune
Star Industries 0545,Sundry Debtors,0,Dr,03SVGSW4964P8ZF,Punjab,Delhi
Nikhil Bose 0546,Sundry Debtors,0,Dr,19UYJGX4824G5ZM,West Bengal,Bengaluru
Vertex Exports 0547,Sundry Debtors,89202.93,Cr,07AGOTE8171Y2ZI,Delhi,Indore
Aadhya Sharma 0548,Sundry Creditors,0,Dr,09VXEAK4377T6Z5,Uttar Pradesh,Bhopal
Sunrise Marketing 0549,Sundry Debtors,0,Cr,27OLIBD2487Z2ZB,Maharashtra,Mumbai
Orbit & Sons 0550,Sundry Creditors,0,Dr,03KXHNL3317F1ZH,Punjab,Jaipur
Aarav Reddy 0551,Sundry Debtors,0,Cr,,Punjab,Lucknow
Myra Mehta 0552,Sundry Debtors,0,Dr,03CMTSJ0027I6ZH,Punjab,Hyderabad
Unity Retail 0553,Sundry Debtors,0,Dr,09BCWWI1032T9ZP,Uttar Pradesh,Hyderabad
Pioneer Industries 0554,Sundry Debtors,0,Cr,33PKYAH7124M2Z0,Tamil Nadu,Kolkata
Ishaan Chowdhury 0555,Sundry Creditors,0,Dr,27VBWKI7046P5ZH,Maharashtra,Indore
Deepak Rao 0556,Sundry Debtors,0,Cr,09GYTVV8487A3ZK,Uttar Pradesh,Lucknow
Meera Das 0557,Sundry Creditors,0,Dr,,Telangana,Mumbai
Orbit Exports 0558,Sundry Debtors,0,Dr,36ADDQW5342Q1Z4,Telangana,Hyderabad
Star Enterprises 0559,Sundry Debtors,0,Cr,32NINBC5614E2ZI,Kerala,Bhopal
Ira Bose 0560,Sundry Debtors,65228.7,Cr,32TFVFL9480J2ZP,Kerala,Nagpur
Apex Trading Co 0561,Sundry Creditors,0,Dr,36ZTDFY5768H7Z1,Telangana,Mumbai
Orbit Retail 0562,Sundry Debtors,0,Cr,24XFBPO5310G6Z9,Gujarat,Kolkata
Bharat Traders 0563,Sundry Debtors,61639.64,Cr,,West Bengal,Coimbatore
Global Wholesale 0564,Sundry Debtors,0,Dr,32STTGM7019R8ZG,Kerala,Bhopal
Myra Das 0565,Sundry Debtors,0,Dr,,West Bengal,Ahmedabad
Ira Kumar 0566,Sundry Debtors,0,Dr,19XFXSB2859G5ZL,West Bengal,Pune
Star Industries 0567,Sundry Creditors,89162.76,Dr,36TGIDH7390M6Z8,Telangana,Mumbai
Ananya Kulkarni 0568,Sundry Debtors,0,Dr,36CGFWM1276U6Z5,Telangana,Chennai
Apex Marketing 0569,Sundry Debtors,22204.54,Dr,09MISKZ8938U3ZE,Uttar Pradesh,Hyderabad
Prime Wholesale 0570,Sundry Creditors,0,Dr,,Kerala,Jaipur
Nikhil Kumar 0571,Sundry Debtors,65976.99,Dr,32XHZGT8622H4ZD,Kerala,Chennai
Sai Desai 0572,Sundry Debtors,86036.22,Cr,07PDPYN6105T2ZC,Delhi,Bengaluru
Everest Distributors 0573,Sundry Creditors,0,Dr,32HCOLZ7751A8ZN,Kerala,Lucknow
Deepak Gupta 0574,Sundry Debtors,73789.95,Dr,08KRRBX3032A5ZA,Rajasthan,Mumbai
Shakti Enterprises 0575,Sundry Debtors,0,Dr,29SSBHG9925X3ZF,Karnataka,Bhopal
Ganga & Sons 0576,Sundry Debtors,64501.15,Dr,33CXCKK7216W4Z2,Tamil Nadu,Mumbai
Amit Gupta 0577,Sundry Debtors,0,Cr,07FAJRX3160U3ZV,Delhi,Coimbatore
Reyansh Shah 0578,Sundry Creditors,0,Cr,,Rajasthan,Chennai
Deepak Gupta 0579,Sundry Debtors,0,Cr,09YAYMZ9018O6ZD,Uttar Pradesh,Surat
Prime Industries 0580,Sundry Debtors,0,Cr,,Telangana,Ahmedabad
Royal Traders 0581,Sundry Debtors,0,Cr,,Punjab,Jaipur
Star Wholesale 0582,Sundry Debtors,0,Dr,27UPLPX1161N1ZL,Maharashtra,Pune
Nikhil Reddy 0583,Sundry Debtors,0,Cr,27QQOQP3387J2ZI,Maharashtra,Hyderabad
Bharat Wholesale 0584,Sundry Creditors,0,Dr,29GESMO4413A1Z9,Karnataka,Hyderabad
Vertex Agencies 0585,Sundry Debtors,29382.59,Dr,33KCOQF0327B2ZM,Tamil Nadu,Indore
Vivaan Das 0586,Sundry Debtors,0,Dr,,Karnataka,Pune
Ira Reddy 0587,Sundry Creditors,0,Cr,23WIRMM7122I2ZZ,Madhya Pradesh,Pune
Nova Distributors 0588,Sundry Debtors,35747.47,Dr,,Tamil Nadu,Chennai
Meera Mehta 0589,Sundry Debtors,0,Cr,32RTHLR2120Z2Z7,Kerala,Jaipur
Priya Chowdhury 0590,Sundry Debtors,0,Cr,08JNREB9952C2ZT,Rajasthan,Ahmedabad
Vertex Retail 0591,Sundry Debtors,0,Cr,,Delhi,Delhi
Nova Distributors 0592,Sundry Creditors,0,Dr,,West Bengal,Delhi
Orbit Enterprises 0593,Sundry Debtors,41045.6,Dr,24VZCHP1625N5ZF,Gujarat,Lucknow
Metro Industries 0594,Sundry Debtors,0,Dr,23FUWQV8890Z6ZJ,Madhya Pradesh,Jaipur
Anjali Pillai 0595,Sundry Debtors,0,Cr,27YJQTO3121Y4ZS,Maharashtra,Bhopal
Aarav Das 0596,Sundry Debtors,0,Cr,23IHNSP7673E2Z8,Madhya Pradesh,Coimbatore
Apex Distributors 0597,Sundry Debtors,0,Cr,,Rajasthan,Jaipur
Zenith Wholesale 0598,Sundry Debtors,0,Dr,,Rajasthan,Hyderabad
Ananya Kulkarni 0599,Sundry Debtors,0,Dr,,Uttar Pradesh,Jaipur
Bharat Agencies 0600,Sundry Creditors,0,Cr,23XGPLM8203J8Z2,Madhya Pradesh,Kochi
Everest Solutions 0601,Sundry Creditors,0,Dr,09HLUGS2683E5ZQ,Uttar Pradesh,Kochi
Ganga Wholesale 0602,Sundry Debtors,0,Dr,32MTRDC9318V8Z6,Kerala,Kolkata
Vihaan Patel 0603,Sundry Debtors,73963.65,Cr,09JQWQS4150C8ZI,Uttar Pradesh,Hyderabad
Aadhya Sharma 0604,Sundry Debtors,22963.15,Cr,24YZUVD2863D4ZJ,Gujarat,Nagpur
Shakti Solutions 0605,Sundry Debtors,14329.34,Dr,33YIGPK7973C9ZZ,Tamil Nadu,Lucknow
Royal Retail 0606,Sundry Creditors,0,Cr,,Rajasthan,Bhopal
Vertex Agencies 0607,Sundry Debtors,84070.47,Dr,03LJDHT4879G4ZW,Punjab,Pune
Vertex Agencies 0608,Sundry Creditors,0,Cr,09USPUP5333V3Z6,Uttar Pradesh,Hyderabad
Sai Iyer 0609,Sundry Debtors,0,Dr,27EZTMO2866S8ZL,Maharashtra,Bhopal
Ira Kulkarni 0610,Sundry Debtors,0,Cr,,Karnataka,Delhi
Vihaan Verma 0611,Sundry Debtors,0,Cr,08AIITT7255O6ZA,Rajasthan,Ahmedabad
Pioneer Distributors 0612,Sundry Creditors,87263.27,Cr,27ZRPMA9084Q7ZF,Maharashtra,Jaipur
Crescent Enterprises 0613,Sundry Debtors,63417.83,Cr,33LQUZJ1097W2ZV,Tamil Nadu,Nagpur
Bharat Marketing 0614,Sundry Debtors,2759.04,Dr,09ZEHAQ1239K6Z5,Uttar Pradesh,Delhi
Pari Desai 0615,Sundry Debtors,15707.61,Cr,19IODWP6360L7ZA,West Bengal,Kochi
Crescent Solutions 0616,Sundry Debtors,0,Dr,24IEMCG9450I9Z7,Gujarat,Jaipur
Pioneer Wholesale 0617,Sundry Debtors,0,Cr,24CDPWO2793C6ZT,Gujarat,Surat
Kavya Kulkarni 0618,Sundry Debtors,61358.87,Cr,09AMQUB0887D7ZZ,Uttar Pradesh,Mumbai
Royal Industries 0619,Sundry Debtors,68931.36,Dr,32TKPYX3119Q6ZL,Kerala,Jaipur
Nova Traders 0620,Sundry Debtors,39363.92,Cr,27IPZAO2656N1Z9,Maharashtra,Pune
Karan Mehta 0621,Sundry Debtors,39573.61,Cr,32OUQTO5578O8Z4,Kerala,Pune
Bharat Enterprises 0622,Sundry Creditors,0,Dr,29LNHIP6244N3Z6,Karnataka,Mumbai
Orbit Agencies 0623,Sundry Creditors,0,Dr,,Gujarat,Mumbai
Everest Trading Co 0624,Sundry Debtors,28095.97,Cr,,Rajasthan,Hyderabad
Kavya Das 0625,Sundry Creditors,0,Dr,32WIXGA9014E6ZJ,Kerala,Pune
Ganga Retail 0626,Sundry Debtors,0,Cr,,Telangana,Pune
Metro Retail 0627,Sundry Debtors,0,Dr,36WOHOG8027H5ZO,Telangana,Kolkata
Pioneer Enterprises 0628,Sundry Debtors,0,Cr,19UNLXX9189Z9ZI,West Bengal,Ahmedabad
Sunrise Marketing 0629,Sundry Debtors,50142.72,Cr,27ZSMXC7942W4ZR,Maharashtra,Mumbai
Sneha Kumar 0630,Sundry Debtors,9848.07,Cr,09HZJDL5787G2ZC,Uttar Pradesh,Surat
Aarav Rao 0631,Sundry Debtors,0,Dr,,Karnataka,Indore
Prime Marketing 0632,Sundry Debtors,31548.8,Cr,08QBKUM5030V7ZT,Rajasthan,Bhopal
Arjun Joshi 0633,Sundry Debtors,0,Dr,08KHAJJ1838K9ZY,Rajasthan,Bhopal
Unity Retail 0634,Sundry Creditors,0,Cr,,Karnataka,Kochi
Royal Distributors 0635,Sundry Debtors,32926.41,Cr,33CCTMU1190K1ZK,Tamil Nadu,Bengaluru
Sunrise Enterprises 0636,Sundry Debtors,58056.93,Cr,19WKWVN0559T1ZA,West Bengal,Indore
Sunrise Enterprises 0637,Sundry Debtors,0,Cr,33SVGQH1874G5ZT,Tamil Nadu,Bhopal
Star Marketing 0638,Sundry Debtors,0,Cr,09UDSUO1440V2ZU,Uttar Pradesh,Bhopal
Ananya Chowdhury 0639,Sundry Debtors,0,Dr,,Rajasthan,Bengaluru
Star Marketing 0640,Sundry Creditors,28672.58,Cr,19BWLAP1488A1ZU,West Bengal,Kolkata
Everest Distributors 0641,Sundry Creditors,0,Dr,24YZSSH8900N6ZA,Gujarat,Bengaluru
Neha Chowdhury 0642,Sundry Debtors,81956.24,Cr,36ASUAD2515F1ZR,Telangana,Kolkata
Arjun Joshi 0643,Sundry Creditors,0,Dr,08KKSBP9783W2ZK,Rajasthan,Bhopal
Amit Kumar 0644,Sundry Debtors,0,Cr,,Gujarat,Lucknow
Crescent Industries 0645,Sundry Creditors,0,Dr,03QYPUN8966F9ZY,Punjab,Bhopal
Metro Wholesale 0646,Sundry Debtors,0,Cr,,Punjab,Coimbatore
Pooja Reddy 0647,Sundry Debtors,0,Dr,,Telangana,Coimbatore
Riya Chowdhury 0648,Sundry Debtors,80439.65,Dr,,Delhi,Chennai
Unity Exports 0649,Sundry Creditors,32818.77,Dr,08KERZP4582Q3ZT,Rajasthan,Pune
Apex Enterprises 0650,Sundry Debtors,0,Dr,03BWUKP8504T3ZY,Punjab,Surat
Anjali Nair 0651,Sundry Debtors,24165.9,Dr,32JQZOV5962N7ZW,Kerala,Lucknow
Nova Distributors 0652,Sundry Debtors,76201.92,Cr,,Karnataka,Ahmedabad
Pioneer Distributors 0653,Sundry Debtors,73850.13,Dr,23JBDBR2099B8Z6,Madhya Pradesh,Hyderabad
Nikhil Kumar 0654,Sundry Debtors,15054.65,Dr,32SMPNU0203I9Z0,Kerala,Hyderabad
Krishna Shah 0655,Sundry Debtors,0,Cr,09WYHJW8955M9ZW,Uttar Pradesh,Kolkata
Apex Agencies 0656,Sundry Creditors,0,Dr,09OTPTL6595L6Z3,Uttar Pradesh,Delhi
Rahul Patel 0657,Sundry Creditors,0,Cr,03LOXDI8468D3ZZ,Punjab,Indore
Sunrise Agencies 0658,Sundry Debtors,34536.97,Cr,07UMULG9392V9ZZ,Delhi,Jaipur
Arjun Singh 0659,Sundry Creditors,16609.45,Cr,32PKJOI8998I1ZT,Kerala,Bhopal
Star Marketing 0660,Sundry Debtors,0,Cr,24GJERQ0501K6ZE,Gujarat,Coimbatore
Ishaan Gupta 0661,Sundry Creditors,0,Cr,33XBQDH0046Q9ZA,Tamil Nadu,Jaipur
Pari Verma 0662,Sundry Creditors,0,Dr,19XWNGK1888S9Z0,West Bengal,Kochi
Sunrise Exports 0663,Sundry Creditors,0,Cr,23DHNPI8281H1ZD,Madhya Pradesh,Surat
Royal Traders 0664,Sundry Debtors,1347.19,Cr,,West Bengal,Ahmedabad
Zenith Wholesale 0665,Sundry Debtors,60345.84,Cr,03QIABP9826E2ZN,Punjab,Surat
Aarav Shah 0666,Sundry Debtors,0,Cr,08JHFZY1303G6ZH,Rajasthan,Ahmedabad
Orbit Traders 0667,Sundry Creditors,0,Cr,,Maharashtra,Lucknow
Aditya Singh 0668,Sundry Debtors,0,Cr,08UNVTB9286T2ZR,Rajasthan,Coimbatore
Neha Verma 0669,Sundry Debtors,0,Cr,,Karnataka,Kolkata
Aditya Mehta 0670,Sundry Debtors,4665.19,Cr,24AMTRR7905C7ZE,Gujarat,Hyderabad
Deepak Chowdhury 0671,Sundry Debtors,63970.34,Dr,19CFVZK4174Q4Z3,West Bengal,Coimbatore
Nova Industries 0672,Sundry Creditors,42058.32,Dr,,Rajasthan,Indore
Pioneer Distributors 0673,Sundry Debtors,0,Dr,32EZFPI8606Y7Z5,Kerala,Indore
Zenith Trading Co 0674,Sundry Debtors,52930.7,Dr,,Gujarat,Bhopal
Ishaan Bose 0675,Sundry Creditors,0,Cr,,Tamil Nadu,Nagpur
Shakti Industries 0676,Sundry Creditors,0,Cr,,Telangana,Kochi
Nova Enterprises 0677,Sundry Debtors,17116.88,Cr,27YAXKC6549W6Z8,Maharashtra,Hyderabad
Sunrise Enterprises 0678,Sundry Creditors,0,Dr,,Punjab,Ahmedabad
Unity Agencies 0679,Sundry Debtors,0,Cr,,Tamil Nadu,Coimbatore
Zenith Wholesale 0680,Sundry Debtors,0,Dr,,West Bengal,Kolkata
Sunrise Wholesale 0681,Sundry Debtors,0,Dr,19GQEHW4463F3ZM,West Bengal,Ahmedabad
Neha Singh 0682,Sundry Debtors,0,Dr,29FBBFI5785P4ZL,Karnataka,Lucknow
Apex Trading Co 0683,Sundry Debtors,0,Cr,36XFMYW9065K6ZZ,Telangana,Kolkata
Zenith Solutions 0684,Sundry Debtors,83701.68,Dr,33RIXHG7312H9Z6,Tamil Nadu,Indore
Ishaan Pillai 0685,Sundry Debtors,0,Cr,03KGLSW0083L5ZN,Punjab,Coimbatore
Pari Pillai 0686,Sundry Creditors,0,Dr,07PCDSG1321Z4ZV,Delhi,Delhi
Sunrise Agencies 0687,Sundry Debtors,0,Cr,07FLKPJ9923C9ZJ,Delhi,Kochi
Aadhya Kumar 0688,Sundry Creditors,4364.51,Cr,29PYTEI7515Z7Z7,Karnataka,Ahmedabad
Diya Mehta 0689,Sundry Debtors,0,Dr,,Punjab,Nagpur
Sneha Singh 0690,Sundry Debtors,0,Dr,33VEFCW2690Q1ZI,Tamil Nadu,Pune
Apex Solutions 0691,Sundry Debtors,0,Cr,24AOWPL9780A9ZC,Gujarat,Coimbatore
Shakti Trading Co 0692,Sundry Debtors,0,Dr,33XILVO1069G7ZE,Tamil Nadu,Bhopal
Crescent Industries 0693,Sundry Creditors,12049.11,Cr,33NHLLR9998T7ZO,Tamil Nadu,Delhi
Shakti Distributors 0694,Sundry Creditors,0,Dr,03LIOAH1376S5ZD,Punjab,Bengaluru
Star Trading Co 0695,Sundry Debtors,0,Cr,,West Bengal,Hyderabad
Everest Wholesale 0696,Sundry Debtors,0,Dr,27JEUGK1184X3ZA,Maharashtra,Lucknow
Vertex Distributors 0697,Sundry Debtors,0,Cr,27UEPRH9105Z2ZP,Maharashtra,Chennai
Royal Marketing 0698,Sundry Creditors,60627.65,Cr,23DVOYW2556A3ZE,Madhya Pradesh,Lucknow
Global Wholesale 0699,Sundry Debtors,49270.99,Cr,32IDCHR2699A2ZC,Kerala,Chennai
Pioneer Enterprises 0700,Sundry Debtors,24357.03,Cr,,Uttar Pradesh,Lucknow
Apex & Sons 0701,Sundry Debtors,0,Cr,,Karnataka,Jaipur
Nikhil Bose 0702,Sundry Creditors,0,Dr,19RDTLF9351R1Z0,West Bengal,Ahmedabad
Star Agencies 0703,Sundry Debtors,60841.9,Dr,32XGVKQ2965M3ZC,Kerala,Jaipur
Star & Sons 0704,Sundry Creditors,0,Dr,33KCPSU8004X7ZB,Tamil Nadu,Ahmedabad
Nova Retail 0705,Sundry Debtors,0,Dr,,Kerala,Chennai
Priya Pillai 0706,Sundry Debtors,82760.27,Cr,07DTTNU3350D9ZA,Delhi,Coimbatore
Prime Trading Co 0707,Sundry Debtors,0,Cr,08QPXZF9072U7Z2,Rajasthan,Surat
Nikhil Menon 0708,Sundry Creditors,18615.99,Dr,,Punjab,Lucknow
Saanvi Singh 0709,Sundry Debtors,0,Cr,,Karnataka,Coimbatore
Metro Wholesale 0710,Sundry Debtors,0,Cr,,Maharashtra,Kolkata
Sunrise Exports 0711,Sundry Debtors,0,Dr,03LOOSC2792Q6Z4,Punjab,Chennai
Star Solutions 0712,Sundry Debtors,68303.73,Cr,33TYSSY6551G4ZQ,Tamil Nadu,Surat
Amit Reddy 0713,Sundry Debtors,0,Cr,32PZQMY9303Q4ZR,Kerala,Chennai
Nova Marketing 0714,Sundry Debtors,0,Dr,07DXJEA6407V5Z4,Delhi,Lucknow
Kavya Singh 0715,Sundry Debtors,61040.25,Cr,07XIWEQ3104G5ZV,Delhi,Delhi
Sai Mehta 0716,Sundry Creditors,0,Cr,,Madhya Pradesh,Coimbatore
Saanvi Nair 0717,Sundry Debtors,0,Cr,03CBNJS4901E5ZL,Punjab,Coimbatore
Apex Trading Co 0718,Sundry Debtors,0,Dr,23WMGWO9112G6ZS,Madhya Pradesh,Ahmedabad
Star Exports 0719,Sundry Debtors,0,Cr,,Maharashtra,Ahmedabad
Priya Sharma 0720,Sundry Debtors,0,Cr,27SYVOC8051S9Z8,Maharashtra,Ahmedabad
Meera Das 0721,Sundry Debtors,0,Cr,23JYYVW7858K7ZK,Madhya Pradesh,Hyderabad
Crescent Retail 0722,Sundry Creditors,0,Dr,,Delhi,Lucknow
Ishaan Verma 0723,Sundry Creditors,0,Dr,03CNVOJ5361D1ZK,Punjab,Lucknow
Bharat Exports 0724,Sundry Debtors,0,Cr,27LJSSC5379R5ZQ,Maharashtra,Kochi
Nova Exports 0725,Sundry Creditors,15613.34,Cr,19DWSGY7093G5ZC,West Bengal,Nagpur
Arjun Iyer 0726,Sundry Debtors,50471.86,Dr,09WRYPU1504W4ZS,Uttar Pradesh,Coimbatore
Ishaan Patel 0727,Sundry Debtors,3499.41,Cr,,Uttar Pradesh,Delhi
Myra Verma 0728,Sundry Debtors,0,Cr,,Gujarat,Ahmedabad
Sai Mehta 0729,Sundry Debtors,0,Dr,33KGYSL8981I2Z9,Tamil Nadu,Mumbai
Riya Singh 0730,Sundry Creditors,56052.47,Cr,23YXTKP8934E8ZY,Madhya Pradesh,Bhopal
Crescent & Sons 0731,Sundry Debtors,20756.91,Cr,08WYCHP6534I8Z2,Rajasthan,Mumbai
Nikhil Menon 0732,Sundry Debtors,0,Cr,,Telangana,Kolkata
Orbit Exports 0733,Sundry Creditors,0,Cr,33DMPSY6479E5ZF,Tamil Nadu,Indore
Karan Das 0734,Sundry Creditors,0,Dr,33VZFXZ9187B2Z1,Tamil Nadu,Chennai
Star & Sons 0735,Sundry Debtors,0,Dr,23KLORX5541P2Z1,Madhya Pradesh,Kochi
Saanvi Mehta 0736,Sundry Debtors,0,Dr,,Maharashtra,Indore
Deepak Joshi 0737,Sundry Debtors,0,Cr,29RPLCT4140S5Z2,Karnataka,Coimbatore
Zenith Agencies 0738,Sundry Debtors,0,Dr,07VIOIG1029Q7ZQ,Delhi,Jaipur
Apex Industries 0739,Sundry Debtors,16575.29,Cr,,West Bengal,Kolkata
Apex Distributors 0740,Sundry Debtors,40577.37,Dr,,Kerala,Delhi
Reyansh Iyer 0741,Sundry Debtors,62334.57,Dr,08GCSYL6480V2Z8,Rajasthan,Pune
Pioneer Distributors 0742,Sundry Debtors,0,Dr,,Karnataka,Indore
Pioneer Wholesale 0743,Sundry Debtors,0,Cr,,West Bengal,Mumbai
Ananya Desai 0744,Sundry Creditors,0,Cr,07XPPRH7847A6ZR,Delhi,Pune
Everest Trading Co 0745,Sundry Debtors,0,Cr,07CSVQV0013R6Z4,Delhi,Surat
Zenith Traders 0746,Sundry Debtors,0,Dr,23YQQAB4683Q2ZO,Madhya Pradesh,Surat
Bharat & Sons 0747,Sundry Debtors,0,Cr,32ZXKPO1180X8ZK,Kerala,Pune
Crescent Marketing 0748,Sundry Creditors,0,Cr,03EMGWP7856D6ZD,Punjab,Pune
Sneha Desai 0749,Sundry Debtors,17043.23,Dr,29JFNSH7518T8ZU,Karnataka,Nagpur
Star Industries 0750,Sundry Creditors,0,Dr,27FSCGN0972B6Z7,Maharashtra,Lucknow
Metro Industries 0751,Sundry Debtors,0,Cr,33BVPDS6021B5ZW,Tamil Nadu,Kochi
Ishaan Singh 0752,Sundry Debtors,0,Dr,27MDFEP3516W5ZJ,Maharashtra,Pune
Orbit Retail 0753,Sundry Debtors,33980.11,Cr,24IZHMZ1814Y1ZZ,Gujarat,Coimbatore
Karan Rao 0754,Sundry Debtors,0,Cr,,Kerala,Kochi
Deepak Shah 0755,Sundry Debtors,41149.3,Dr,08QWOST7264U8ZA,Rajasthan,Bengaluru
Ananya Joshi 0756,Sundry Debtors,0,Dr,08NWSQD2652B2ZZ,Rajasthan,Lucknow
Neha Das 0757,Sundry Debtors,52305.12,Cr,08DYDJQ2418K1ZJ,Rajasthan,Mumbai
Neha Kulkarni 0758,Sundry Debtors,0,Cr,,Madhya Pradesh,Kolkata
Aditya Gupta 0759,Sundry Debtors,29304.88,Dr,,Uttar Pradesh,Kochi
Metro & Sons 0760,Sundry Debtors,86884.43,Cr,24ERMWL6982U6ZP,Gujarat,Bengaluru
Global Enterprises 0761,Sundry Debtors,89511.54,Dr,27NNHDY5250T8ZU,Maharashtra,Kolkata
Myra Shah 0762,Sundry Debtors,75458.78,Cr,36AVBDE5390P2ZV,Telangana,Kochi
Sneha Das 0763,Sundry Debtors,0,Cr,,Punjab,Nagpur
Unity Distributors 0764,Sundry Debtors,0,Dr,08PMXDE4319A1ZG,Rajasthan,Jaipur
Unity & Sons 0765,Sundry Debtors,89665.9,Dr,32DAHPX0034H3Z7,Kerala,Lucknow
Bharat Trading Co 0766,Sundry Debtors,69266.31,Dr,,Uttar Pradesh,Surat
Rahul Shah 0767,Sundry Creditors,0,Dr,,Madhya Pradesh,Jaipur
Unity Enterprises 0768,Sundry Creditors,0,Cr,,Tamil Nadu,Pune
Rohan Verma 0769,Sundry Creditors,0,Dr,27QVLGB1766L8ZK,Maharashtra,Indore
Everest Retail 0770,Sundry Debtors,0,Dr,,Madhya Pradesh,Bengaluru
Sunrise Enterprises 0771,Sundry Debtors,0,Cr,33RJKEV1967H7ZF,Tamil Nadu,Ahmedabad
Unity Enterprises 0772,Sundry Debtors,0,Cr,07MNVEH4618O5ZN,Delhi,Coimbatore
Metro & Sons 0773,Sundry Debtors,44998.83,Cr,32LKRLZ5583L9ZT,Kerala,Lucknow
Sai Verma 0774,Sundry Debtors,0,Dr,23XYJVJ9182N4ZA,Madhya Pradesh,Coimbatore
Ira Shah 0775,Sundry Creditors,0,Dr,29UICMR0881W4ZJ,Karnataka,Hyderabad
Unity Retail 0776,Sundry Debtors,0,Dr,08EEOIO7098E6ZK,Rajasthan,Delhi
Star Distributors 0777,Sundry Creditors,13066.84,Cr,03LPJHR2564T8ZO,Punjab,Delhi
Ganga Solutions 0778,Sundry Debtors,82402.09,Dr,03IPPSP5757D5Z9,Punjab,Kolkata
Sunrise Agencies 0779,Sundry Debtors,0,Cr,,Delhi,Coimbatore
Meera Kumar 0780,Sundry Creditors,0,Cr,,Gujarat,Bengaluru
Vertex Trading Co 0781,Sundry Debtors,0,Cr,24TFMAJ8538U2ZY,Gujarat,Hyderabad
Rahul Menon 0782,Sundry Debtors,0,Cr,,Madhya Pradesh,Delhi
Star Marketing 0783,Sundry Debtors,0,Cr,24KWKBF8965V2ZK,Gujarat,Bengaluru
Deepak Kumar 0784,Sundry Debtors,0,Dr,19MKINM6838A6ZN,West Bengal,Nagpur
Global Exports 0785,Sundry Creditors,75204.88,Dr,,Gujarat,Chennai
Shakti Wholesale 0786,Sundry Creditors,14765.69,Cr,07OLMGU7077L1ZV,Delhi,Lucknow
Sunrise Agencies 0787,Sundry Creditors,59651.26,Dr,23LHHVN0647J2ZZ,Madhya Pradesh,Indore
Anjali Joshi 0788,Sundry Debtors,0,Dr,03PMIGX9729V9ZP,Punjab,Ahmedabad
Pooja Verma 0789,Sundry Creditors,0,Cr,03LBKXT1697S7Z1,Punjab,Delhi
Priya Iyer 0790,Sundry Debtors,0,Dr,,Kerala,Mumbai
Ganga Agencies 0791,Sundry Creditors,0,Cr,27ZBSCP5025D9Z4,Maharashtra,Bhopal
Nova & Sons 0792,Sundry Debtors,0,Cr,07VFAPZ2719D9ZC,Delhi,Kochi
Ganga Solutions 0793,Sundry Creditors,0,Cr,29IWVIZ4446X8Z9,Karnataka,Mumbai
Everest Traders 0794,Sundry Creditors,0,Cr,29LPLRK6085Q1Z6,Karnataka,Mumbai
Saanvi Nair 0795,Sundry Debtors,0,Cr,33NIVTB6753L6ZT,Tamil Nadu,Indore
Global Distributors 0796,Sundry Debtors,41812.43,Cr,27UOOUA6864G1ZO,Maharashtra,Mumbai
Zenith Agencies 0797,Sundry Creditors,0,Dr,03BSPUM0345N1ZQ,Punjab,Hyderabad
Aadhya Patel 0798,Sundry Debtors,40530.77,Cr,07ZOXCT5617T4ZS,Delhi,Nagpur
Star Trading Co 0799,Sundry Debtors,0,Cr,07OGSDB6949G9Z0,Delhi,Mumbai
Shakti Distributors 0800,Sundry Debtors,66291.91,Cr,23MFQEP6197N1ZI,Madhya Pradesh,Jaipur
Neha Mehta 0801,Sundry Debtors,0,Dr,36JRPZI7161M1ZX,Telangana,Lucknow
Rohan Iyer 0802,Sundry Debtors,62769.49,Cr,36JAAQY0632O2ZI,Telangana,Kochi
Shakti Trading Co 0803,Sundry Creditors,0,Dr,24URWXB1461G8ZG,Gujarat,Chennai
Diya Shah 0804,Sundry Debtors,0,Dr,,Delhi,Hyderabad
Vertex Traders 0805,Sundry Debtors,0,Cr,29OJZGB6707S8ZA,Karnataka,Ahmedabad
Bharat Distributors 0806,Sundry Creditors,0,Cr,,Karnataka,Lucknow
Nova Marketing 0807,Sundry Debtors,0,Cr,23IFCSY4329M7Z8,Madhya Pradesh,Lucknow
Deepak Desai 0808,Sundry Debtors,0,Cr,32GYDMP1405N1Z5,Kerala,Jaipur
Everest & Sons 0809,Sundry Debtors,66978.81,Dr,08DFUOJ5316Z6ZT,Rajasthan,Kolkata
Amit Joshi 0810,Sundry Debtors,0,Cr,19JXIEV8453M7ZD,West Bengal,Nagpur
Ganga Wholesale 0811,Sundry Debtors,0,Dr,09KHDOE5350U8Z9,Uttar Pradesh,Surat
Diya Reddy 0812,Sundry Creditors,0,Dr,27NJZYY6705A5ZO,Maharashtra,Nagpur
Sneha Desai 0813,Sundry Debtors,0,Dr,33SAYZA2728Q8Z5,Tamil Nadu,Mumbai
Vihaan Verma 0814,Sundry Creditors,79911.64,Cr,33XDYHL5143A7ZV,Tamil Nadu,Bhopal
Zenith & Sons 0815,Sundry Debtors,0,Cr,03GJHOG9660K7ZE,Punjab,Ahmedabad
Royal Agencies 0816,Sundry Debtors,49591.15,Cr,23IOCTQ8746J8ZR,Madhya Pradesh,Indore
Metro Solutions 0817,Sundry Creditors,0,Cr,09EKXYJ1961P8ZB,Uttar Pradesh,Pune
